MetaFemina new-study exclusion ledger
=======================================
PMID | Published date | Screen | Code | Exposure | Cancer | Reason
41431193 | 2026-03-01 | first | S1-NOT-DIRECT | Potassium | Breast cancer | Potassium ion efflux is an incidental component of a cellular migration mechanism in established breast cancer cells, not a nutritional risk exposure.
41432681 | 2026-05-01 | first | S1-NOT-DIRECT | Lactobacillus | Breast cancer | Lactobacillus is used only in antibacterial testing, while the separate breast cancer component is an in vitro nanoparticle cytotoxicity assay.
41432892 | 2026-02-01 | first | S1-NOT-DIRECT | Carnitine | Breast cancer | Intratumoral carnitine is studied as a biomarker of future metastasis among patients with existing breast cancer, not cancer incidence.
41443267 | 2026-02-25 | first | S1-NOT-DIRECT | N-acetylcysteine | Ovarian cancer | N-acetylcysteine is used only to assess chemical ligand exchange, not as an exposure associated with ovarian cancer risk.
41447851 | 2026-02-01 | first | S1-NOT-DIRECT | Berberine | Breast cancer | Berberine is discussed as a natural therapeutic agent for established breast cancer rather than as an exposure associated with incidence.
41447851 | 2026-02-01 | first | S1-NOT-DIRECT | Resveratrol | Breast cancer | Resveratrol is discussed as a natural therapeutic agent for established breast cancer rather than as an exposure associated with incidence.
41448490 | 2026-02-01 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper oxide nanoparticles are evaluated as a treatment that enhances tamoxifen cytotoxicity in breast cancer cells, not as an incidence exposure.
41451593 | 2026-03-01 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium silicate is merely part of a nanoparticle formulation for siRNA delivery in an established breast cancer model.
41453717 | 2026-02-01 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is used as a nanoparticle carrier for photodynamic treatment of established breast cancer cells, with no incidence question.
41453730 | 2026-03-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within poly(ADP-ribose) polymerase inhibitor terminology in a diagnostic assay validation study for ovarian cancer treatment access.
41456765 | 2026-02-01 | first | S1-NOT-DIRECT | Soy | Breast cancer | Soy lecithin is merely a liposome formulation component in a breast cancer radiosensitization experiment, not an exposure studied for breast cancer incidence.
41456805 | 2026-02-15 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron is mentioned only as part of the ferroptosis mechanism in established ovarian cancer models, with no ovarian cancer incidence question.
41457436 | 2026-06-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly(ADP-ribose) polymerase inhibitors used as ovarian cancer maintenance therapy, not as a nutritional exposure.
41460317 | 2026-03-01 | first | S1-NOT-DIRECT | Soy | Breast cancer | Soy lecithin is only a micelle ingredient for delivering an anticancer agent to established breast cancer cells, not an incidence exposure.
41461214 | 2026-03-01 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc is incorporated into an experimental cytotoxic complex for treating breast cancer cells rather than studied as an exposure affecting breast cancer risk.
41461266 | 2026-02-01 | second | S2-ANIMAL | Bilberry | Breast cancer | Bilberry was evaluated only in rodent mammary cancer models and tumor cell systems, with no separable original human results.
41467893 | 2026-02-01 | first | S1-NOT-DIRECT | Cannabidiol | Breast cancer | Cannabidiol balm is tested for aromatase inhibitor-associated symptoms among women already treated for breast cancer, not for breast cancer incidence.
41476035 | 2026-02-23 | first | S1-NOT-DIRECT | Iodine | Ovarian cancer | Iodine is merely a ligand in experimental palladium complexes evaluated for cytotoxicity against established ovarian cancer cells.
41477927 | 2026-02-01 | first | S1-NOT-DIRECT | Iodine | Breast cancer | Radioactive iodine is used to localize existing breast tumors before surgery and is not studied as a breast cancer risk exposure.
41478261 | 2026-02-01 | first | S1-NOT-DIRECT | Glutamine | Uterine cancer | The article studies glutamine metabolism in the progression of established cervical cancer rather than the incidence of uterine cancer.
41481959 | 2026-04-01 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese dioxide is a therapeutic nanoplatform component for unspecified solid tumors, with no breast cancer incidence question.
41482011 | 2026-02-01 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | Pyruvate occurs in the name of pyruvate dehydrogenase kinase studied as a mediator of treatment resistance in established breast cancer, not as a nutritional exposure.
41482078 | 2026-03-01 | first | S1-NOT-DIRECT | Dehydroepiandrosterone | Breast cancer | Dehydroepiandrosterone is only a chemical scaffold for a synthesized antitumor derivative tested against established breast cancer cells.
41482078 | 2026-03-01 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium is incorporated into synthesized chemotherapeutic derivatives tested for breast cancer cell cytotoxicity rather than cancer incidence.
41482692 | 2026-02-01 | first | S1-NOT-DIRECT | Calcium | Uterine cancer | Calcium phosphate is only a vaccine coating material in a therapeutic cervical tumor model, not an exposure studied for uterine cancer incidence.
41483491 | 2026-02-01 | first | S1-NOT-DIRECT | Ribose | Uterine cancer | Ribose appears only within the name poly(ADP-ribose) polymerase inhibitors discussed as endometrial cancer therapy.
41483620 | 2026-02-15 | first | S1-NOT-DIRECT | Copper | Uterine cancer | Copper is used to induce cuproptosis therapeutically in established cervical cancer models, not studied as an exposure affecting uterine cancer incidence.
41483837 | 2026-02-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | The review concerns manipulating iron-dependent ferroptosis for cancer therapy, including established breast cancer, rather than iron exposure and breast cancer incidence.
41483837 | 2026-02-01 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is discussed as a ferroptosis-inducing therapeutic flavonoid in cancer models rather than as an exposure associated with breast cancer risk.
41484388 | 2026-02-01 | first | S1-NOT-DIRECT | Citrulline | Breast cancer | Citrulline is a metabolic pathway marker studied in liver metastasis from established breast cancer, not an exposure linked to primary breast cancer incidence.
41485271 | 2026-02-01 | first | S1-NOT-DIRECT | Iodine | Breast cancer | Radioactive iodine is used for lymph-node localization in recurrent breast cancer treatment and is not studied as a breast cancer risk exposure.
41485639 | 2026-02-11 | first | S1-NOT-DIRECT | Melatonin | Breast cancer | Melatonin is evaluated as a therapeutic agent against established triple-negative breast cancer cells, with no incident-cancer question.
41485639 | 2026-02-11 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only in poly(ADP-ribose) polymerase terminology within a breast cancer treatment mechanism, not as a nutritional exposure.
41486374 | 2026-03-01 | first | S1-NOT-DIRECT | Sage | Breast cancer | SAGE is the name of a spatial transcriptomics framework, not the nutritional herb exposure.
41492112 | 2026-04-01 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium is mentioned only as a protein-binding function in a study of phyllodes tumor grading biomarkers.
41492227 | 2026-03-01 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is incorporated into a nanoparticle treatment for established triple-negative breast cancer, with no incidence question.
41492647 | 2026-02-01 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese is a component of a photodynamic therapeutic material tested against established breast cancer.
41494353 | 2026-03-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Intracellular iron is measured as part of ferroptosis and doxorubicin-resistance mechanisms in established breast cancer cells.
41496180 | 2026-03-01 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is mentioned only as an enzymatic cofactor in a general mechanistic review that does not study breast cancer incidence.
41500045 | 2026-04-01 | first | S1-NOT-DIRECT | Gelatin | Breast cancer | Gelatin is merely an engineering component of a diagnostic device and is not studied as a breast cancer risk exposure.
41504490 | 2026-02-02 | first | S1-NOT-DIRECT | Astragalus | Ovarian cancer | Astragalus-derived astragaloside IV is evaluated as therapy for established ovarian cancer rather than as an incidence exposure.
41506128 | 2026-02-01 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | Vitamin D deficiency is discussed as a biomarker for treatment-related musculoskeletal symptoms in breast cancer patients, not breast cancer incidence.
41506199 | 2026-03-01 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc appears only in HDAC1 binding coordination during development of a cancer therapeutic inhibitor.
41506495 | 2026-04-01 | first | S1-NOT-DIRECT | Resveratrol | Uterine cancer | Resveratrol is tested as an in vitro treatment of established endometrial cancer cells, with no cancer-incidence question.
41506975 | 2026-04-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose occurs only within the expanded chemical name of PARP and is not a nutritional exposure.
41507076 | 2026-05-01 | first | S1-NOT-DIRECT | Magnesium | Breast cancer | Magnesium B6 is one component of rehabilitation after breast cancer radiotherapy, not an exposure evaluated for breast cancer incidence.
41507555 | 2026-03-01 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc oxide nanoparticles are investigated as a delivery platform for treatment of established HER2-positive breast cancer.
41509976 | 2026-02-01 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitric oxide is generated as an antitumor gas therapy for established breast cancer rather than studied as an incidence exposure.
41512467 | 2026-05-01 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium ions are incorporated into therapeutic nanoparticles for established triple-negative breast cancer.
41512521 | 2026-03-01 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron deficiency is evaluated in patients already undergoing surgery for advanced ovarian cancer as a predictor of postoperative recovery.
41512995 | 2026-03-01 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitrosylation is studied mechanistically as a biomarker of breast cancer phenotypes and progression, not incident breast cancer risk.
41513208 | 2026-03-01 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is a component of a therapeutic nanomodulator for established breast cancer, with no incidence question.
41513208 | 2026-03-01 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine metabolism is therapeutically inhibited in established breast cancer rather than evaluated as a nutritional risk exposure.
41514010 | 2026-03-01 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | The study evaluates population alcohol consumption in relation to breast cancer mortality rather than incidence or development.
41518560 | 2026-04-01 | first | S1-NOT-DIRECT | Resveratrol | Breast cancer | The study examines resveratrol as an adjunct to breast cancer treatment in established cancer cells, not breast cancer incidence or risk.
41518560 | 2026-04-01 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly(ADP-ribose) polymerase and is not studied as a nutritional exposure.
41518922 | 2026-04-15 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese is a component of a therapeutic delivery platform for postoperative breast cancer immunotherapy, not an incident-cancer exposure.
41519362 | 2026-03-01 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese is delivered therapeutically in nanoparticles to treat established triple-negative breast cancer rather than assess cancer risk.
