Unsaved PubMed candidates before relevance screening
====================================================
PMID | Published date | Candidate contexts | Title
41485271 | 2026-02-01 | Iodine / Breast cancer / Incidence | Tailoring axillary treatment in patients with isolated locoregional recurrent breast cancer.
41485639 | 2026-02-11 | Melatonin / Breast cancer / Incidence; Ribose / Breast cancer / Incidence | Melatonin suppresses glycolysis and coordinately disrupts DNA repair via targeting the YAP1-NAMPT signaling in breast cancer.
41486374 | 2026-03-01 | Sage / Breast cancer / Incidence | SAGE: Spatially Aware Gene Selection and Dual-View Embedding Fusion for Domain Identification in Spatial Transcriptomics.
41492112 | 2026-04-01 | Calcium / Breast cancer / Incidence | From Proteomics to Pathology: S100A8's Impact on Breast Phyllodes Tumors Grading.
41492227 | 2026-03-01 | Copper / Breast cancer / Incidence | Orchestrated Photothermal Nanoreactor Promoted Cuproptosis for Synergistic Cancer Therapy Through Glutathione Depletion and Gene Regulation.
41492647 | 2026-02-01 | Manganese / Breast cancer / Incidence | A novel metal-organic coordination polymer based on Ru complexes for photoredox catalysis and photodynamic therapy of breast cancer.
41494353 | 2026-03-01 | Iron / Breast cancer / Incidence | AMPKα2 attenuates doxorubicin induced ferroptosis by promoting NCOA4 degradation in triple negative breast cancer.
41496180 | 2026-03-01 | Copper / Breast cancer / Incidence | The role of the LOX family in cancer.
41500045 | 2026-04-01 | Gelatin / Breast cancer / Incidence | A droplet digital LAMP-based lab-on-a-disc system for multiplex allele-specific detection of tumor-derived DNA mutations.
41504490 | 2026-02-02 | Astragalus / Ovarian cancer / Incidence | Chiral and Dual Drugs Combination Reduces Tumor-Associated Neutrophils-Induced T-Cell Immunoparalysis to Treat Epithelial Ovarian Cancer.
41506128 | 2026-02-01 | Vitamin D / Breast cancer / Incidence | Mechanisms and biomarkers for musculoskeletal signs and symptoms in patients treated with aromatase inhibitors: A comprehensive systematic review.
41506199 | 2026-03-01 | Zinc / Breast cancer / Incidence | Integrated QSAR, molecular docking, and dynamics-based discovery of a potent selective HDAC1 inhibitor with therapeutic potential in aggressive cancers.
41506495 | 2026-04-01 | Resveratrol / Uterine cancer / Incidence | Dual effects of metformin and resveratrol on compromising viability of endometrial cancer cells.
41506975 | 2026-04-01 | Ribose / Ovarian cancer / Incidence | Olaparib dose reduction in BRCA-mutated platinum-sensitive ovarian cancer recurrence: real-world data.
41507076 | 2026-05-01 | Magnesium / Breast cancer / Incidence | Pulmonary fibrosis and its rehabilitation after radiation therapy for breast cancer.
41507555 | 2026-03-01 | Zinc / Breast cancer / Incidence | Integrative In-silico, Network Pharmacology, Pharmacogenomics and In-vitro Evaluation of Fulvestrant-Loaded Zinc Oxide Nanoparticles Targeting HER2 Positive Breast Cancer.
41509976 | 2026-02-01 | Nitric oxide / Breast cancer / Incidence | Bioinspired membrane-fusogenic nanomicelles for synergistic chemotherapy, photodynamic therapy, and gas therapy of breast cancer.
41512467 | 2026-05-01 | Selenium / Breast cancer / Incidence | Rosmarinic acid/Se<sup>4+</sup> self-assembled nanoparticles for combinational therapy of triple-negative breast cancer.
41512521 | 2026-03-01 | Iron / Ovarian cancer / Incidence | Iron deficiency restrains short-term recovery in patients undergoing surgery for advanced ovarian cancer.
41512995 | 2026-03-01 | Nitric oxide / Breast cancer / Incidence | S-nitrosylated COX-2 is a microenvironment-regulated breast cancer cell biomarker of mesenchymal phenotypes.
41513208 | 2026-03-01 | Copper / Breast cancer / Incidence; Glutamine / Breast cancer / Incidence | A multifunctional PD-L1 modulator for metabolic reprogramming to induce pyroptosis and enhance glutamine inhibition-mediated antitumor immunotherapy.
41514010 | 2026-03-01 | Alcohol / Breast cancer / Incidence | Alcohol consumption and mortality from four alcohol-related cancers in Australia 1950-2018: a time series analysis.
41518560 | 2026-04-01 | Resveratrol / Breast cancer / Incidence; Ribose / Breast cancer / Incidence | Resveratrol potentiates chemotherapeutic efficacy of olaparib in MCF7 human breast cancer cells by inducing apoptosis.
41518922 | 2026-04-15 | Manganese / Breast cancer / Incidence | Manganese-based metal-organic frameworks augment postoperative immunotherapy of high-intensity focused ultrasound.
41519362 | 2026-03-01 | Manganese / Breast cancer / Incidence | Restoring antitumor immunity by reprogramming abnormal lipid metabolism in the tumor microenvironment using irisin-manganese co-loaded nanoparticles.
41520145 | 2026-07-01 | Ribose / Breast cancer / Incidence | Tumor cell intrinsic dsRNA innate immune response triggered by PARP inhibitor is compromised in BRCA1-deficient breast cancer by repressing IRF3.
41520532 | 2026-02-01 | Zinc / Breast cancer / Incidence | Selective anticancer activity of doped zinc ferrite nanoparticles: A comparative study on human breast (MCF-7) and lung (A549) cancer cells.
41525036 | 2026-07-01 | Vitamin D / Breast cancer / Incidence | Impact of vitamin D deficiency and inflammatory biomarkers on pathological response to neoadjuvant chemotherapy in breast cancer.
41528004 | 2026-02-02 | Zinc / Ovarian cancer / Incidence | Ex Vivo Zinc Nanoparticle Conditioning Primes T Cells for Potent Antitumor Activity in Ovarian Cancer Patient-Derived Xenografts.
41528970 | 2026-04-01 | Ribose / Ovarian cancer / Incidence; Ribose / Uterine cancer / Incidence | Combination Therapy with Copanlisib and Niraparib in Patients with Recurrent Endometrial and Ovarian Cancer (COPANIRA): Efficacy, Toxicity, and Translational Insights.
41531187 | 2026-04-01 | N-acetylcysteine / Ovarian cancer / Incidence | In-Tumor CRISPR-Cas9 Knockout Screening and Novel Therapy Development for Malignant Transformation of Ovarian Teratoma.
41531942 | 2026-03-01 | Quercetin / Breast cancer / Incidence | Differential regulation of radioadaptation by quercetin between human normal and cancer cells.
41532932 | 2026-02-17 | Nitric oxide / Breast cancer / Incidence | Menopausal Status Associated With Docetaxel-Induced Vascular Dysfunction in Breast Cancer Patients.
41533315 | 2026-06-01 | Bacopa monnieri / Breast cancer / Incidence | In-silico Exploration of the Possible Prolactin Pathway Related Targets of B. Monnieri against Triple Negative Breast Cancer: Selection of the Best Target Ligand Combination.
41533328 | 2026-06-01 | Calcium / Breast cancer / Incidence | Correction to: Comparative Effects of Boric Acid and Calcium Fructoborate on Breast Cancer Cells.
41539100 | 2026-02-01 | Calcium / Breast cancer / Incidence; Creatine / Breast cancer / Incidence | Rutin alleviates pirarubicin-induced cardiotoxicity and enhances chemosensitivity in breast cancer.
41540556 | 2026-02-02 | Folic acid / Breast cancer / Incidence | Synergistic Effects of Functionalized Liquid-Metal Nanoparticles in Anti-inflammation and Targeted Photothermal Therapy of Breast Cancer.
41544200 | 2026-06-01 | Alcohol / Breast cancer / Incidence | Etiology of gene expression-based subtypes of breast cancer in the Ghana Breast Health Study.
41546679 | 2026-07-01 | Nitric oxide / Breast cancer / Incidence | Low-Power Ultrasound With Microbubbles Improve Oxygenation and Doxorubicin Uptake in Hypoxic Triple-Negative Breast Cancer.
41546803 | 2026-03-01 | Ribose / Ovarian cancer / Incidence | Efficacy and safety of bevacizumab-combined single-agent chemotherapy for platinum-resistant ovarian cancer that recurred during PARP inhibitor treatment.
41547433 | 2026-03-01 | Melatonin / Breast cancer / Incidence | Bidirectional effect of intestinal microbiome and host in circadian rhythm disruption: Environmental factors and breast cancer development.
41549942 | 2026-04-01 | Manganese / Breast cancer / Incidence | Potential and Applications of Mn Complexes in Breast Cancer.
41551883 | 2026-02-01 | Iron / Breast cancer / Incidence | Biomimetic hybrid membrane-coated nanoparticles loaded with rhein-iron complex enhance ferroptosis and immunotherapy for triple-negative breast cancer.
41553436 | 2026-03-01 | Copper / Breast cancer / Incidence | ZNF384-regulated SLC31A1 expression promotes tumor proliferation and invasion in breast cancer.
41554644 | 2026-02-12 | Alcohol / Breast cancer / Incidence; Alcohol / Ovarian cancer / Incidence; Alcohol / Uterine cancer / Incidence | Occupational exposures among hairdressers and the occurrence of hormone-related conditions.
41554653 | 2026-03-01 | Manganese / Breast cancer / Incidence | Corrigendum to "Mitochondria-targeted manganese-based mesoporous silica nanoplatforms trigger cGAS-STING activation and sensitize anti PD-L1 therapy in triple-negative breast cancer" [Acta Biomaterialia 199 (2025) 374-386].
41558392 | 2026-05-01 | Calcium / Breast cancer / Incidence | Visualizing intracellular and extracellular cell-mineral interactions in a three-dimensional breast tumor model.
41558593 | 2026-05-01 | Lactobacillus / Breast cancer / Incidence; Selenium / Breast cancer / Incidence | Biogenic Selenium Nanoparticles Potentiate Anti-Mesothelin CAR-T Cell Therapy in a Syngeneic TNBC Model.
41560976 | 2026-03-01 | Ribose / Ovarian cancer / Incidence | LINC00473 modulates protein expression to promote ovarian cancer progression and overcome cisplatin resistance.
41562572 | 2026-04-13 | Iron / Ovarian cancer / Incidence | Irradiation with a mixed heavy ion beam induces ovarian follicle loss and dose-dependent mixed ovarian tumor development.
41564696 | 2026-03-01 | Ribose / Breast cancer / Incidence | Design, synthesis, and biological evaluation of hydrophobic-tagged poly (ADP-ribose) polymerase 1 (PARP1) degraders.
41565123 | 2026-03-01 | Antioxidants / Breast cancer / Incidence | Identification of secondary metabolites in polar organic extract of the fungus Cladobotryum virescens (Hypocreaceae, Ascomycota) by UHPLC-ESI-MS/MS: Cytotoxic and mutagenic activity.
41565553 | 2026-05-01 | Ribose / Ovarian cancer / Incidence | Quality-adjusted progression-free survival analysis of veliparib and carboplatin/paclitaxel compared with chemotherapy alone in patients with newly diagnosed ovarian cancer (VELIA/GOG3005): ancillary analysis of a placebo-controlled, phase 3 randomized trial.
41567101 | 2026-02-02 | Berberine / Breast cancer / Incidence | A CD36-Targeting Thermosensitive Berberine Nanogel Blocks Tumor Lipid Hijacking and Potentiates Anti-PD-L1 Immunotherapy in Triple-Negative Breast Cancer.
41568876 | 2026-06-01 | Lactobacillus / Ovarian cancer / Incidence | Vaginal Microbiota and Ovarian Cancer: A New Frontier in Immunomodulation and Diagnosis.
41570584 | 2026-03-01 | Ribose / Breast cancer / Incidence | Design, synthesis and biological evaluation of novel isoalantolactone-benzylamine derivatives leading to the discovery of a PARP1 inhibitor with selective cytotoxicity against MCF-7 breast cancer cells.
41570670 | 2026-07-01 | Iron / Breast cancer / Incidence | Transforming lipid nanoparticles into radio-activatable therapeutics through synergistic ferroptosis for enhanced cancer radiotherapy.
41574791 | 2026-04-07 | Selenium / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Zinc-selenium synergistic nanoplatform for augmented cancer immunotherapy <i>via</i> trace-elements-mediated immunomodulation.
41575735 | 2026-04-01 | Iodine / Uterine cancer / Incidence | Real-World Performance of HPV DNA-Based Screening in Health Resource-Limited Areas of China: A Multicenter Implementation Study.
41576586 | 2026-04-01 | Ribose / Ovarian cancer / Incidence | Trends in use of poly (ADP-ribose) polymerase inhibitor (PARPi) in ovarian cancer.
41579434 | 2026-05-01 | Mediterranean diet / Breast cancer / Incidence | Mediterranean diet in cancer patients' survival: A systematic review and meta-analysis for tertiary prevention featured in the Italian National Guidelines "La Dieta Mediterranea".
41580159 | 2026-03-01 | Potassium / Breast cancer / Incidence | Potassium channel tetramerization domain-containing 10 exerts a tumor suppressive function in breast cancer by destabilizing SLC7A11 to induce ferroptosis.
41581148 | 2026-02-24 | Ribose / Ovarian cancer / Incidence | Targeting ZDHHC12-mediated PARP1 palmitoylation potentiates PARP inhibitor cytotoxicity.
41581576 | 2026-04-01 | Calcium / Breast cancer / Incidence | FGF2-targeted Timosaponin AIII provokes ER stress and dampens PI3KAKT signaling pathway in breast cancer.
41582658 | 2026-02-01 | Alcohol / Ovarian cancer / Incidence | Association of alcohol intake over the lifetime with colorectal adenoma and colorectal cancer risk in the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial.
41587409 | 2026-02-01 | Iron / Ovarian cancer / Incidence | LncRNA HOXB-AS1 Accelerates Epithelial Ovarian Cancer Progression by Modulating the miR-671-5p/SPTBN2 Axis.
41587657 | 2026-04-01 | Vitamin D / Breast cancer / Incidence | Low serum 25-hydroxyvitamin D is associated with fatigue in older women with metastatic breast cancer.
41588831 | 2026-06-01 | Quercetin / Breast cancer / Incidence | A 5-Fluorouracil-Constituted DNA Hydrogel Embedded with Quercetin Remodels Tumor Microenvironment for Robust Chemoimmunotherapy.
41588865 | 2026-02-01 | Leucine / Ovarian cancer / Incidence | Design, synthesis, and biological evaluation of pyridine-quinazoline-oxadiazole hybrids as novel MELK inhibitors: <i>in-silico</i> analysis, anti-ovarian cancer activity, antioxidant potential, and assessment of cell cycle arrest and apoptosis.
